tcp,estc,playfile,Wiggins number,author,author 2,author 3,author 4,author 5,translator,in 704 corpus,in 554 corpus,missing from both,title,alternative title,genre,Wiggins genre,DEEP genre,Wiggins contemporary genre,date of writing,date of 1st performance,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes
A05801,S104360,,,"A., R.",,,,,,no,no,yes,The Valiant Welshman,Caradoc the Great,,,HI,,1610,1612,1615,,Prince Charles's Men (first),Prince Henry's Men,,,,TCP transcription exists - have requested play to be added
A53070,R16163,A53070_02,,"Cavendish, William",,,,,,yes,yes,no,The Variety,,CO,,CO,,1641,1641,1649,1649,King's Men,,,,,
A07249,S112430,A07249,,"Dekker, Thomas","Massinger, Philip",,,,,yes,yes,no,The Virgin Martyr,,TR,,TR,,1620,1620,1622,1622,Red Bull (Revels) Company (first),,,,,
A56843,R21344,A56843,,"Quarles, Francis",,,,,,yes,yes,no,The Virgin Widow,,CO,,TC,,1640,1641,1649,1649,,,,,,
A16636,S104635,A16636,1150,"Brandon, Samuel",,,,,,yes,yes,no,The Virtuous Octavia,Printed: The Tragicomedy of the Virtuous Octavia / Contemporary: Octaviae tragicomoedia,TC,TR,TC,"TC, tragicomoedia",1598,1598,1598,1598,,,,yes,yes,
A72473,S111824,play in collection,,"Jonson, Ben",,,,,,no,no,yes,The Vision of Delight,,,,MA,,1617,1641,1641,,,,,,,
A19837,S117127,A19837,,"Daniel, Samuel",,,,,,yes,no,no,The Vision of the Twelve Goddesses,The Masque at Hampton Court,MA,,MA,,1604,1604,1604,1604,,,,,,
A19838,S105190,A19838,,"Daniel, Samuel",,,,,,yes,no,no,The Vision of the Twelve Goddesses,The Masque at Hampton Court,MA,,MA,,1604,1604,1604,1604,,,,,,
A11435,S116468,A11435,,"Sampson, William",,,,,,yes,yes,no,"The Vow Breaker, or The Fair Maid of Clifton",,CO,,TR; HI,,1625,1625,1636,1636,,,,,,
A87372,R202056,A87372,,"Jordan, Thomas",,,,,,yes,yes,no,The Walks of Islington and Hogsdon,Tricks of Youth,CO,,CO,,1641,1641,1657,1657,Red Bull Company (second),,,,,
A50687,R19458,A50687,,"Meriton, Thomas",,,,,,yes,yes,no,The Wandering Lover,,TC,,TC,,1658,1658,1658,1658,,,,,,
A27177,R22900,A27177_13,,"Fletcher, John","Massinger, Philip",,,,,yes,yes,no,The Wandering Lovers,The Lovers' Progress; Cleander,TC,,TC,,1623,1623,1647,1647,King's Men,,,,,
A19738,S109178,A19738,813,Anonymous,,,,,,yes,yes,no,The Wars of Cyrus,"Printed: The Wars of Cyrus, King of Persia / Later assigned: The Wars of Cyrus",TR,TR,Classical History,TR,1588,1588,1594,1594,Children of the Chapel Royal,,,yes,no,
not in tcp?,S119522,,1208,Anonymous,,,,,,no,no,yes,The Weakest Goeth to the Wall,Printed: The Weakest Goeth to the Wall / Contemporary: The Weakest Goeth to the Walls; The Weakest to Wall; The Weakest to the Wall; The Weakest Goes to the Wall; The Weakest Goes to the Walls,,CO,Pseudo-HI,play; CO,1599,1600,1600,,Oxford's Men,,,iambic pentameter and prose,no,
A12155,S117256,A12155,,"Shirley, James",,,,,,yes,yes,no,The Wedding,,CO,,CO,,1626,1626,1629,1629,Queen Henrietta Maria's Men,,,,,
A77567,R209758,A77567_03,,"Brome, Richard",,,,,,yes,yes,no,"The Weeding of the Covent Garden, or The Middlesex Justice of Peace",The Covent Garden Weeded,CO,,CO,,1632,1632,1658,1658,King's Men,,,,,
A14875,S111501,A14875,,"Webster, John",,,,,,yes,yes,no,The White Devil,Vittoria Corombona,TR,,TR,,1612,1612,1612,1612,Queen Anne's Men,,,,,
A20092,S109548,A20092,,"Dekker, Thomas",,,,,,yes,yes,no,The Whore of Babylon,,HI,,Allegorical History,,1606,1606,1607,1607,Prince Henry's Men,,,,,
A46230,R10704,A46230,,"Middleton, Thomas",,,,,,yes,yes,no,The Widow,,CO,,CO,,1615,1615,1652,1652,King's Men,,,,,
A18426,S107724,A18426,,"Chapman, George",,,,,,yes,yes,no,The Widow's Tears,,CO,,CO,,1604,1604,1612,1612,Children of the Queen's Revels,,,,,
A27177,R22900,A27177_36,,"Fletcher, John",,,,,,yes,yes,no,The Wild Goose Chase,,CO,,CO,,1621,1621,1652,1647,King's Men,,,,,
A27203,R13818,A27203,,"Fletcher, John",,,,,,yes,no,no,The Wild Goose Chase,,CO,,CO,,1621,1621,1652,1652,King's Men,,,,,
A11954,S111228,A11954_14,,"Shakespeare, William",,,,,,yes,yes,no,The Winter's Tale,,CO,,TC,,1609,1609,1623,1623,King's Men,,,,,
not in tcp?,S105387,,1227,Anonymous,,,,,,no,no,yes,The Wisdom of Doctor Dodypoll,Printed: The Wisdom of Doctor Dodypoll / Contemporary: Doctor Dodypoll,,CO,CO,CO; play,1600,1600,1600,,Children of Paul's (second),,,pentameter and prose,no,
A03255,S104077,A03255,,"Heywood, Thomas",,,,,,yes,yes,no,The Wise Woman of Hogsdon,,CO,,CO,,1604,1604,1638,1638,Queen Anne's Men,,,,,
not in tcp?,S111801,,,Anonymous,,,,,,no,no,yes,The Wit of a Woman,,,,CO,,1604,1604,1604,,,,,,,
A57764,R1276,A57764,,"Dekker, Thomas","Rowley, William","Ford, John",,,,yes,yes,no,The Witch of Edmonton,,TC,,TC,,1621,1621,1658,1658,Prince Charles's Men (first),,,,,
A19883,S109311,A19883,,"Davenant, Sir William",,,,,,yes,yes,no,The Wits,,CO,,CO,,1634,1634,1636,1636,King's Men,,,,,
A12157,S117328,A12157,,"Shirley, James",,,,,,yes,yes,no,The Witty Fair One,,CO,,CO,,1628,1628,1633,1633,Queen Henrietta Maria's Men,,,,,
A06458,S104554,A06458,,"Beaumont, Francis","Fletcher, John",,,,,yes,yes,no,The Woman Hater,The Hungry Courtier,CO,,CO,,1606,1606,1607,1607,Children of Paul's (second),King's Men,,,,
A06629,S109746,A06629,,"Lyly, John",,,,,,yes,yes,no,The Woman in the Moon,,CO,,CO,,1593,1593,1597,1597,,,,,,
A27177,R22900,A27177_24,,"Fletcher, John",,,,,,yes,yes,no,"The Woman's Prize, or The Tamer Tamed",,CO,,CO,,1611,1611,1647,1647,,,,,,
A20093,S109551,A20093,,"Dekker, Thomas",,,,,,yes,yes,no,The Wonder of A Kingdom,,CO,,CO,,1631,1631,1636,1636,Queen Henrietta Maria's Men,,,,,
A07083,S112294,A07083,,"Marston, John",,,,,,yes,yes,no,"The Wonder of Women, or Sophonisba",,TR,,TR,,1605,1605,1606,1606,Children of the Queen's Revels,,,,,
A53060,R17289,A53060_11,,"Cavendish, Margaret",,,,,,yes,no,no,The Wooers,,ND,,,,1662,,1662,1662,,,,,,
not in tcp?,S108266,,,Anonymous,,,,,,no,no,yes,The World and the Child,Mundus et Infans,,,Moral IN,,1500,1508,1522,,,,,,,
A07525,S106479,A07525,,"Middleton, Thomas","Rowley, William",,,,,yes,no,no,The World Tossed at Tennis,,MA,,MA,,1620,1620,1620,1620,Prince Charles's Men (first),,,,,
A25809,R6773,A25809,,Aristophanes,,,,,"B., H. H.",yes,yes,no,"The World's Idol, Plutus",,CO,,CO,,1659,1659,1659,1659,,,,,,
A06184,S109636,A06184,802,"Lodge, Thomas",,,,,,yes,yes,no,"The Wounds of Civil War, or Marius and Scilla","Printed: The Wounds of Civil War, lively set forth in the True Tragedies of Marius and Sulla / Contemporary: The Most Lamentable and True Tragedies of Marius and Sulla; The True Tragedies of Marius and Sulla",TR,TR,Classical History,TR,1588,1588,1594,1594,Admiral's (Nottingham's) Men,,,pentameter and prose,blank verse and couplets,
A12158,S117314,A12158,,"Shirley, James",,,,,,yes,no,no,The Young Admiral,,IN,,TC,,1633,1633,1637,1637,Queen Henrietta Maria's Men,,,,,
A11909,S117108,A11909_03,704,"Seneca, Lucius Annaeus",,,,,"Newton, Thomas",yes,yes,no,Thebais,Printed: Thebais,TR,TR,TR,TR,1581,1581,1581,1581,,,,yes,yes,
A13664,S111417,A13664,49,"Udall, Nicholas (?)","Textor, Ravisius (adapted from)",,,,,yes,no,no,Thersites,Printed: Thersites / Alternative modernization: Thersytes,IN,CO,IN,IN,1537,1537,1562,1562,,,,yes,yes,
n/a,n/a,,,"Snelling, Thomas",,,,,,no,no,yes,Thibaldus sive Vindictae Ingenium,Pharamus sive Libido Vindex,,,Latin TR,,1634,1640,1640,,,,,,,not in TCP because in Latin?
A00968,S102375,A00968,,"Beaumont, Francis","Fletcher, John","Massinger, Philip",,,,yes,yes,no,Thierry and Theodoret,,TR,,TR,,1617,1617,1621,1621,King's Men,,,,,
A11265,S104562,A11265,1290,"S., W.",,,,,,yes,yes,no,Thomas Lord Cromwell,"Printed: Thomas, Lord Cromwell / Contemporary: The Life and Death of the Lord Cromwell; Lord Cromwell; The Lord Cromwell",HI,HI,HI,HI,1599,1600,1602,1602,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,
A11267,S106330,A11267,1290,"S., W.",,,,,,yes,no,no,Thomas Lord Cromwell,"Printed: Thomas, Lord Cromwell / Contemporary: The Life and Death of the Lord Cromwell; Lord Cromwell; The Lord Cromwell",HI,HI,HI,HI,1599,1600,1602,1613,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,
A11909,S117108,A11909_02,330,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",yes,yes,no,Thyestes,Printed: Thyestes,TR,TR,TR,TR,1560,1560,1560,1581,,,,yes,yes,
A11914,S110875,A11914,330,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",yes,no,no,Thyestes,Printed: Thyestes,TR,TR,TR,TR,1560,1560,1560,1560,,,,yes,yes,
A07976,S113046,A07976,,"Nabbes, Thomas",,,,,,yes,no,no,Time and the Almanac Makers,The Presentation for the Prince,MA,,MA,,1638,1638,1638,1638,,,,,,
B00230,S125734,,,"Jonson, Ben",,,,,,no,no,yes,Time Vindicated to Himself and to His Honors,,,,MA,,1623,1623,[1623],,,,,,,
A11954,S111228,A11954_29,,"Shakespeare, William","Middleton, Thomas",,,,,yes,yes,no,Timon of Athens,,TR,,TR,,1605,1605,1623,1623,,,,,,
A01057,S102426,A01057,,"Ford, John",,,,,,yes,yes,no,Tis Pity She's a Whore,,TR,,TR,,1632,1632,1633,1633,Queen Henrietta Maria's Men,,,,,
A11954,S111228,A11954_27,928,"Shakespeare, William","Peele, George",,,,,yes,yes,no,Titus Andronicus,Performed+Printed: Titus Andronicus / Contemporary: Andronicus; Tragaedia von Tito Andronico und der hoffertigen Kaiserin,TR,TR,TR,HI; TR,1592,1592,1594,1623,Wiggins: Pembroke's Men (?) / DEEP: Derby's (Strange's) Men; Pembroke's Men; Sussex's Men,,,yes,no,
A07978,S113041,A07978,,"Nabbes, Thomas",,,,,,yes,yes,no,Tottenham Court,,CO,,CO,,1633,1634,1638,1638,,,,,,
A33611,R20860,play in collection,,"Cokayne, Aston",,,,,,no,no,yes,"Trappolin Creduto Principe, or Trappolin Supposed a Prince",,,,CO,,1633,1633,1658,,,,,,,
A11909,S117108,A11909_06,308,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",yes,yes,no,Troas,Printed: Troas,TR,TR,TR,TR; treatise,1558,1559,1559,1581,,,,yes,yes,
A11915,S102987,A11915,308,"Seneca, Lucius Annaeus",,,,,"Heywood, Jasper",yes,no,no,Troas,Printed: Troas,TR,TR,TR,TR; treatise,1558,1559,1559,1559,,,,yes,yes,
A20090,S105286,,,"Dekker, Thomas",,,,,,no,no,yes,Troia Nova Triumphans,,,,Civic Pageant,,1612,1612,1612,,,,,,,
A11954,S111228,A11954_25,1325,"Shakespeare, William",,,,,,yes,yes,no,Troilus and Cressida,Printed: Troilus and Cressida / Contemporary: Troilus and Cressid / Alternative modernization: Troilus and Cresseid,TR,TR,TR,HI; CO; TR,1602,1602,1609,1623,Lord Chamberlain's (Hunsdon's) Men,King's Men,the Globe (?),pentameter and prose,no,
A11954,S111228,A11954_13,1297,"Shakespeare, William",,,,,,yes,yes,no,Twelfth Night,"Performed+Printed: Twelfth Night, or, What You Will / Contemporary: Malvolio",CO,CO,CO,CO,1601,1601,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,
A15814,S103830,A15814,1015,"Yarington, Robert",,,,,,yes,yes,no,Two Lamentable Tragedies,Printed: Two Lamentable Tragedies / Contemporary: Two Tragedies in One,TR,TR,TR,TR,1594,1594,1601,1601,Admiral's (Nottingham's) Men,,,yes,blank verse and couplets,
A18423,S107717,A18423,,"Chapman, George",,,,,,yes,yes,no,Two Wise Men and All the Rest Fools,,CO,,Comic Dialogue,,1619,1619,1619,1619,,,,,,
A29968,R4582,,,"Buchanan, George",,,,,Anonymous,no,no,yes,"Tyrannical Government Anatomized, or A Discourse Concerning Evil Counsellors",,,,Political Allegory,,1642,1643,1642,,,,,,,
n/a,n/a,,914,"Gager, William",,,,,,no,no,yes,Ulysses Redux,Performed+Printed: Ulysses redux / Contemporary: Ulysses,,TC,Latin TR,fabula; tragoedia,1592,1592,1592,,,,"Christ Church, Oxford",yes,,not in TCP because in Latin?
A27177,R22900,A27177_31,,"Fletcher, John",,,,,,yes,yes,no,Valentinian,,TR,,TR,,1610,1614,1647,1647,King's Men,,,,,
A44169,R11230,single play in collection of non-dramatic material,,"Holland, Samuel",,,,,,no,no,yes,Venus and Adonis,,,,Burlesque MA,,1656,1656,1656,,,,,,,
n/a,n/a,,,"Gwinne, Matthew",,,,,,no,no,yes,Vertumnus sive Annus Recurrens,,,,Latin Play,,1605,1605,1607,,,,,,,not in TCP because in Latin?
A04632,S112455,A04632_06,,"Jonson, Ben",,,,,,yes,yes,no,Volpone,"Volpone, or The Fox",CO,,CO,,1605,1606,1607,1616,King's Men,,,,,
A04052,S119259,A04052,259,Anonymous,,,,,,yes,no,no,Wealth and Health,Printed: Wealth and Health,IN,moral,Moral IN,IN; play,1554,1554,1565,1565,,,,yes,yes,
A20100,S109554,A20100,,"Dekker, Thomas","Webster, John",,,,,yes,yes,no,Westward Ho,,CO,,CO,,1604,1604,1607,1607,Children of Paul's (second),,,,,
A07081,S109900,A07081,1283,"Marston, John",,,,,,yes,yes,no,What You Will,Performed+Printed: What You Will,CO,CO,CO,CO,1601,1601,1607,1607,Children of Paul's (second),,,pentameter and prose,blank verse and couplets,
A11146,S102964,A11146,,"Rowley, Samuel",,,,,,yes,yes,no,When You See Me You Know Me,Henry the Eighth,HI,,HI,,1604,1605,1605,1605,Prince Henry's Men,,,,,
A15549,S120127,A15549,,Anonymous,,,,,,yes,yes,no,Wily Beguiled,Performed+Printed: Wily Beguiled / Contemporary: Wily Beguily,CO,CO,CO,pleasant comedy',1602,1602,1606,1606,Children of Paul's (second),,,prose and pentameter,blank verse and couplets,
A01425,S102807,A01425,,Anonymous,,,,,,yes,no,no,"Wine, Beer, and Ale Together by the Ears","Wine, Beer, Ale, and Tobacco Contending for Superiority",ND,,Academic EN,,1624,1625,1629,1630,,,,,,
A27177,R22900,A27177_30,,"Middleton, Thomas","Rowley, William",,,,,yes,yes,no,Wit at Several Weapons,,CO,,CO,,1613,1613,1647,1647,,,,,,
A01779,S103219,A01779,,"Glapthorne, Henry",,,,,,yes,yes,no,Wit in a Constable,,CO,,CO,,1636,1638,1640,1640,Beeston's Boys,,,,,
A27204,R36647,,,"Fletcher, John","Shirley, James (?)",,,,,no,no,yes,Wit without Money,,,,CO,,1614,1614,1639,,Lady Elizabeth's Men,Queen Henrietta Maria's Men,,,,
A50799,R16830,A50799_02,,"Middleton, Thomas",,,,,,yes,yes,no,Women Beware Women,,TR,,TR,,1621,1621,1657,1657,King's Men,,,,,
A27177,R22900,A27177_28,,"Fletcher, John",,,,,,yes,yes,no,Women Pleased,,TC,,TC,,1619,1620,1647,1647,King's Men,,,,,
A96827,R208164,,,Anonymous,,,,,,no,no,yes,"Women Will Have Their Will, or Give Christmas His Due",,,,Political DI,,1649,1649,1649,,,,,,,
A15707,S120294,,,Anonymous,,,,,,no,no,yes,Work for Cutlers,"Sword, Rapier, and Dagger",,,Comic DI,,1614,1615,1615,,,,,,,
A68468,S110014,A68468,,"Middleton, Thomas",,,,,,yes,yes,no,Your Five Gallants,The Five Witty Gallants,CO,,CO,,1607,1607,1608,1608,,,,,,
